customer_id,name,email,country,age,age_group,signup_date,marketing_opt_in,total_orders,total_spend_usd,avg_order_value,avg_discount_pct,first_order_date,last_order_date,preferred_payment,preferred_device_ord,preferred_source,top_category_bought,avg_rating_given,total_sessions,preferred_device_sess,preferred_source_sess,first_session_date,last_session_date,has_abandoned_cart,clv_tier,is_repeat_customer
5534,William Mcintosh,warrencrystal@example.com,US,44,35-44,2020-06-13,False,1,83.38,83.38,0.0,2021-09-30T18:08:22,2021-09-30T18:08:22,card,tablet,organic,Fashion,4.5,6,mobile,organic,2021-04-11T23:02:16,2024-09-09T01:36:48,0,low,0
5535,Ricky Holt,kmorgan@example.org,IN,19,18-24,2023-05-01,True,1,116.75,116.75,0.0,2021-04-12T11:38:26,2021-04-12T11:38:26,wallet,mobile,paid,Sports,3.25,8,mobile,direct,2020-11-02T06:05:56,2025-07-19T19:36:18,0,low,0
5536,Lauren Bailey,angelamueller@example.com,US,60,55+,2024-09-13,True,1,37.57,37.57,15.0,2020-11-11T04:41:16,2020-11-11T04:41:16,card,desktop,organic,Home & Kitchen,,3,desktop,organic,2020-11-11T02:19:16,2024-09-29T00:43:07,0,low,0
5537,Brianna Boyer DDS,martingeorge@example.org,MX,23,18-24,2022-05-26,True,1,118.42,118.42,10.0,2023-04-12T23:34:41,2023-04-12T23:34:41,card,mobile,email,Beauty,4.0,3,mobile,email,2023-04-12T22:11:41,2024-06-12T03:47:24,0,low,0
5538,Meghan Hobbs,matthewlarson@example.net,SG,49,45-54,2024-07-25,False,1,180.17,180.17,15.0,2021-04-02T05:04:32,2021-04-02T05:04:32,card,desktop,paid,Electronics,,7,desktop,direct,2020-12-09T20:49:40,2024-02-05T15:20:22,0,low,0
5539,Cathy Fuentes,garellano@example.org,US,23,18-24,2024-11-23,False,3,441.37,147.12,6.67,2021-05-01T07:26:37,2024-06-02T16:26:09,card,desktop,organic,Fashion,,6,desktop,organic,2020-03-12T01:19:52,2024-06-02T14:39:09,0,medium,1
5540,Joshua Decker,gallagherjanet@example.net,SG,45,45-54,2022-02-21,True,0,0.0,0.0,0.0,,,,,,,,3,mobile,referral,2021-11-30T11:17:49,2023-07-17T15:51:02,1,no_purchase,0
5541,Sabrina Brooks,rangelpatrick@example.com,MX,20,18-24,2021-07-27,False,0,0.0,0.0,0.0,,,,,,,,5,mobile,social,2020-02-15T07:56:46,2025-08-06T09:45:35,1,no_purchase,0
5542,Kevin Roberts,harrisrachel@example.com,SG,22,18-24,2021-03-25,True,0,0.0,0.0,0.0,,,,,,,,3,desktop,organic,2021-11-03T21:14:46,2025-09-20T00:42:28,1,no_purchase,0
5543,Joshua Hudson,hhunter@example.com,US,47,45-54,2024-11-08,False,3,389.84,129.95,11.67,2021-01-19T21:25:40,2021-10-18T09:36:09,wallet,desktop,direct,Home & Kitchen,,6,desktop,email,2020-07-28T09:11:08,2022-02-01T14:31:39,0,medium,1
5544,Dr. Angela Morris,lararegina@example.org,US,38,35-44,2020-07-09,False,4,475.65,118.91,6.25,2022-05-29T04:14:13,2025-04-09T20:16:16,card,desktop,referral,Electronics,4.0,13,desktop,direct,2020-01-07T02:17:16,2025-04-09T18:32:16,0,medium,1
5545,Joshua Ashley,jessica83@example.org,IN,67,55+,2024-10-14,True,5,474.53,94.91,4.0,2022-08-22T16:44:57,2025-07-29T05:36:19,card,mobile,email,Toys,,7,mobile,organic,2022-08-22T14:34:57,2025-07-29T03:13:19,0,medium,1
5546,Robert Moses,nlee@example.com,DE,51,45-54,2021-08-17,True,1,95.95,95.95,0.0,2023-11-14T22:16:53,2023-11-14T22:16:53,card,desktop,organic,Beauty,,5,desktop,organic,2020-04-27T10:12:48,2025-06-06T06:03:49,0,low,0
5547,Rachel White,jacqueline03@example.net,CA,75,55+,2021-08-01,False,1,8.47,8.47,15.0,2024-06-18T06:55:57,2024-06-18T06:55:57,card,desktop,organic,Sports,,2,desktop,organic,2024-06-18T05:14:57,2025-06-21T11:19:38,0,low,0
5548,Christine Schultz,brian40@example.net,JP,68,55+,2020-02-02,True,1,198.33,198.33,0.0,2023-10-11T13:10:17,2023-10-11T13:10:17,card,desktop,organic,Electronics,,5,mobile,direct,2021-09-01T02:40:09,2025-10-09T21:43:02,0,low,0
5549,Elizabeth Foster,lorimcdonald@example.com,SG,64,55+,2021-09-07,False,2,356.93,178.46,10.0,2020-09-24T11:37:33,2025-09-19T06:40:49,card,mobile,organic,Books,,8,mobile,direct,2020-03-19T03:21:29,2025-09-19T05:07:49,0,medium,1
5550,Lynn Harris,gregoryjames@example.net,US,20,18-24,2020-10-22,False,1,311.72,311.72,5.0,2025-03-24T08:06:52,2025-03-24T08:06:52,paypal,tablet,direct,Fashion,,3,tablet,direct,2025-03-24T06:59:52,2025-09-05T12:34:19,0,medium,0
5551,Melissa Ritter DDS,mark68@example.org,JP,48,45-54,2023-06-29,True,1,37.23,37.23,0.0,2025-06-01T11:36:16,2025-06-01T11:36:16,paypal,desktop,referral,Books,,7,desktop,email,2020-10-26T17:35:15,2025-06-01T09:48:16,0,low,0
5552,Ryan Liu,scottlawrence@example.net,AU,66,55+,2022-12-05,False,2,96.93,48.46,7.5,2020-02-02T05:15:03,2024-05-24T03:57:54,card,desktop,direct,Toys,,5,mobile,direct,2020-02-02T03:44:03,2024-05-24T02:28:54,0,low,1
5553,James Lewis,smithjason@example.com,MX,69,55+,2025-03-20,False,0,0.0,0.0,0.0,,,,,,,,3,mobile,direct,2020-05-07T08:31:54,2023-01-13T00:58:54,1,no_purchase,0
5554,Alicia Rivera,ksnyder@example.com,ES,52,45-54,2021-09-24,False,3,414.92,138.31,8.33,2021-02-25T06:10:06,2025-07-30T23:08:22,card,mobile,direct,Home & Kitchen,4.5,7,mobile,direct,2020-07-28T12:06:20,2025-07-30T21:14:22,0,medium,1
5555,Lisa Thomas,wandameza@example.net,FR,68,55+,2022-03-21,False,4,425.47,106.37,0.0,2020-01-25T14:41:28,2022-10-12T18:23:09,card,mobile,direct,Books,5.0,8,mobile,direct,2020-01-25T12:20:28,2025-05-04T19:17:05,0,medium,1
5556,Laura Richardson,garciashelby@example.com,BR,42,35-44,2020-02-05,False,2,121.63,60.82,5.0,2024-05-10T19:27:12,2024-12-04T07:19:39,card,desktop,direct,Books,,9,desktop,organic,2020-02-09T00:05:57,2025-09-26T01:59:20,0,low,1
5557,Marilyn Galloway,xsimmons@example.org,US,21,18-24,2021-11-24,False,0,0.0,0.0,0.0,,,,,,,,6,desktop,organic,2020-02-22T21:43:51,2025-01-22T16:07:51,1,no_purchase,0
5558,Julie Peterson,perezbrian@example.org,AE,18,18-24,2025-04-18,True,2,78.75,39.38,2.5,2023-01-30T10:31:03,2023-04-21T02:55:29,card,mobile,organic,Books,,5,mobile,organic,2021-11-05T05:59:10,2023-09-04T12:49:27,0,low,1
5559,Rachel Frye,kennethrowe@example.com,PL,62,55+,2024-07-25,True,2,401.48,200.74,12.5,2021-02-08T09:59:05,2023-09-19T19:56:09,card,desktop,email,Fashion,,6,desktop,paid,2020-10-22T10:53:51,2025-05-19T02:31:20,0,medium,1
5560,Christopher Jones,brad48@example.org,US,36,35-44,2025-07-25,False,0,0.0,0.0,0.0,,,,,,,,3,desktop,direct,2020-12-28T07:32:07,2024-08-18T16:15:51,1,no_purchase,0
5561,James Dawson,mmitchell@example.com,US,54,45-54,2024-09-10,True,3,385.36,128.45,3.33,2020-03-26T21:57:48,2024-12-07T10:34:46,card,desktop,email,Sports,,6,desktop,email,2020-03-21T09:36:16,2024-12-07T10:09:46,0,medium,1
5562,Benjamin Fisher,richardfernandez@example.org,AE,50,45-54,2023-07-11,False,1,117.86,117.86,15.0,2021-08-14T13:40:02,2021-08-14T13:40:02,paypal,desktop,organic,Fashion,,4,desktop,direct,2021-07-24T02:57:47,2025-02-15T08:01:32,0,low,0
5563,Rebecca White,emmaboyer@example.net,IN,58,55+,2025-06-29,False,3,288.09,96.03,1.67,2020-07-11T07:29:02,2024-11-19T22:52:08,card,desktop,direct,Beauty,,4,desktop,paid,2020-07-11T05:54:02,2024-11-19T20:47:08,0,medium,1
5564,Kathryn Wade,taylormichael@example.net,IN,58,55+,2022-12-02,False,1,512.86,512.86,10.0,2024-04-02T01:03:40,2024-04-02T01:03:40,card,mobile,direct,Sports,,9,mobile,direct,2020-01-07T21:21:22,2025-05-25T02:05:54,0,medium,0
5565,Kevin Duffy,deborahrodriguez@example.com,JP,21,18-24,2021-03-07,True,2,450.84,225.42,12.5,2020-10-06T06:17:23,2024-12-01T23:52:48,card,mobile,organic,Electronics,,7,mobile,organic,2020-01-03T08:02:11,2024-12-15T08:40:26,0,medium,1
5566,Devin Mcdaniel,franklindenise@example.org,US,29,25-34,2023-09-10,False,5,446.47,89.29,3.0,2020-11-11T23:06:14,2025-09-15T12:18:04,card,desktop,social,Beauty,4.5,12,desktop,organic,2020-01-14T13:32:46,2025-09-15T10:44:04,0,medium,1
5567,Justin Butler,leah15@example.org,PL,28,25-34,2020-12-16,False,1,50.14,50.14,15.0,2025-08-18T01:56:23,2025-08-18T01:56:23,paypal,mobile,email,Beauty,,4,mobile,email,2020-03-22T23:57:08,2025-08-18T00:42:23,0,low,0
5568,Kimberly Edwards,nicholsdenise@example.org,GB,62,55+,2023-04-16,False,1,96.87,96.87,0.0,2023-08-07T12:35:28,2023-08-07T12:35:28,card,mobile,direct,Beauty,4.0,5,desktop,direct,2020-07-02T01:07:57,2024-10-06T15:44:45,0,low,0
5569,Michael Estes,leecurtis@example.com,IN,66,55+,2023-04-05,False,0,0.0,0.0,0.0,,,,,,,,2,desktop,direct,2020-01-16T11:38:55,2021-06-06T03:42:57,1,no_purchase,0
5570,Laura Russell,jpeters@example.net,IN,67,55+,2023-09-20,True,7,835.56,119.37,2.86,2020-02-13T13:44:39,2025-05-04T21:38:55,paypal,mobile,email,Beauty,1.0,11,mobile,email,2020-02-13T11:53:39,2025-05-04T21:12:55,0,medium,1
5571,Randall Chang,michael09@example.net,GB,54,45-54,2021-10-16,False,4,317.88,79.47,3.75,2021-04-28T05:31:34,2025-06-07T11:39:19,card,desktop,direct,Beauty,,10,mobile,direct,2020-03-18T02:25:37,2025-07-18T11:43:48,0,medium,1
5572,Brooke Trujillo,ikelley@example.com,NL,27,25-34,2020-03-17,False,1,847.03,847.03,0.0,2025-04-26T15:49:31,2025-04-26T15:49:31,paypal,desktop,direct,Sports,,8,desktop,direct,2020-11-27T13:50:18,2025-09-30T16:04:09,0,medium,0
5573,Joseph Arnold,feliciamarks@example.com,US,32,25-34,2020-11-04,False,2,32.06,16.03,12.5,2020-11-26T22:17:32,2022-05-23T14:19:55,card,desktop,direct,Beauty,5.0,6,desktop,direct,2020-11-26T19:38:32,2024-06-24T11:38:37,0,low,1
5574,Veronica Perry,kbrown@example.net,AU,28,25-34,2024-10-22,False,3,317.41,105.8,8.33,2020-11-30T14:02:35,2024-06-13T18:45:16,card,desktop,direct,Beauty,,6,desktop,direct,2020-11-30T12:48:35,2025-05-05T03:57:59,0,medium,1
5575,Taylor Neal,jenkinslisa@example.org,AE,20,18-24,2024-06-11,True,1,181.19,181.19,15.0,2022-03-31T00:51:16,2022-03-31T00:51:16,card,mobile,organic,Fashion,,4,mobile,direct,2022-03-30T23:31:16,2024-12-19T02:05:45,0,low,0
5576,Randy Galvan,yfrancis@example.org,MX,49,45-54,2022-05-07,True,1,219.44,219.44,0.0,2025-03-26T01:13:58,2025-03-26T01:13:58,card,mobile,direct,Sports,,6,mobile,direct,2020-06-22T17:00:41,2025-03-25T23:18:58,0,medium,0
5577,Jeffrey Moore,davidsmith@example.net,DE,73,55+,2025-08-25,False,1,50.35,50.35,15.0,2024-04-18T06:44:45,2024-04-18T06:44:45,wallet,desktop,paid,Toys,,6,desktop,organic,2020-07-28T06:51:34,2025-06-06T20:41:10,0,low,0
5578,Aaron Banks,rachel42@example.net,ES,66,55+,2022-08-12,True,2,324.83,162.42,0.0,2020-10-19T15:21:43,2023-06-06T17:50:48,card,mobile,organic,Sports,,9,mobile,organic,2020-06-25T15:23:56,2025-07-24T08:37:45,0,medium,1
5579,Shane Robinson,jane01@example.net,SG,41,35-44,2023-04-02,False,2,270.9,135.45,12.5,2023-10-12T00:18:59,2024-05-30T08:22:45,card,mobile,organic,Home & Kitchen,4.0,3,mobile,organic,2021-02-28T10:39:29,2024-05-30T06:52:45,0,medium,1
5580,Terry Turner,sheila08@example.org,IN,46,45-54,2025-07-31,True,2,273.56,136.78,0.0,2020-04-25T15:35:50,2024-05-24T23:31:42,card,desktop,direct,Fashion,4.0,5,mobile,direct,2020-04-25T14:08:50,2024-12-16T10:34:28,0,medium,1
5581,Patricia Miller,shanesnyder@example.com,US,72,55+,2022-07-13,True,2,268.18,134.09,2.5,2023-01-25T20:07:58,2023-07-01T22:53:31,card,desktop,direct,Home & Kitchen,3.0,7,mobile,direct,2020-08-08T13:37:10,2025-08-29T07:19:24,0,medium,1
5582,Jeremiah Higgins,matthewdavis@example.com,AU,26,25-34,2025-02-19,True,1,54.43,54.43,0.0,2024-04-18T10:43:26,2024-04-18T10:43:26,card,mobile,organic,Home & Kitchen,,3,mobile,email,2021-12-08T21:00:54,2025-04-15T18:08:10,0,low,0
5583,Traci Gilbert,lanemichelle@example.net,US,35,35-44,2020-04-13,True,1,117.24,117.24,0.0,2020-03-10T15:20:37,2020-03-10T15:20:37,card,desktop,organic,Fashion,1.0,7,mobile,direct,2020-03-10T14:31:37,2024-03-09T18:11:43,0,low,0
5584,Eric Peters,matthew91@example.com,FR,29,25-34,2022-09-29,True,3,939.02,313.01,11.67,2020-10-26T03:40:26,2023-06-09T20:23:51,paypal,desktop,direct,Beauty,2.0,10,desktop,direct,2020-09-12T16:23:03,2025-08-10T09:29:32,0,medium,1
5585,Mark Meyer,williamszachary@example.com,SG,63,55+,2025-02-26,True,2,294.52,147.26,5.0,2021-05-02T07:30:00,2025-09-08T09:40:38,paypal,desktop,organic,Beauty,,5,desktop,organic,2021-05-02T06:36:00,2025-09-08T08:34:38,0,medium,1
5586,Alicia Lin,jennifer27@example.com,GB,18,18-24,2025-04-08,True,4,78.03,19.51,7.5,2021-05-20T09:02:26,2025-08-21T02:39:56,card,mobile,direct,Beauty,,10,mobile,direct,2020-01-12T09:13:39,2025-08-21T01:46:56,0,low,1
5587,Leonard Li,johnsdale@example.org,SG,38,35-44,2020-09-13,False,3,308.41,102.8,10.0,2020-04-22T08:08:23,2025-07-07T18:03:02,cod,mobile,direct,Sports,,5,mobile,direct,2020-04-22T05:55:23,2025-07-07T16:30:02,0,medium,1
5588,Chelsea Fuentes,hansonmarcus@example.com,NL,50,45-54,2022-03-29,True,2,392.98,196.49,5.0,2024-08-05T06:21:25,2024-12-18T13:36:40,card,mobile,organic,Beauty,5.0,5,mobile,organic,2021-08-15T21:23:02,2025-01-14T15:07:41,0,medium,1
5589,John Long,cooleywilliam@example.net,IN,70,55+,2020-06-25,True,0,0.0,0.0,0.0,,,,,,,,0,,,,,0,no_purchase,0
5590,Olivia Watson,xhartman@example.com,FR,50,45-54,2022-10-09,False,4,310.63,77.66,1.25,2020-12-17T09:48:47,2025-08-02T21:31:21,card,desktop,organic,Beauty,,9,desktop,organic,2020-12-17T08:01:47,2025-08-02T19:50:21,0,medium,1
5591,Derrick Boyer,zowen@example.net,US,23,18-24,2021-02-21,True,1,72.25,72.25,10.0,2024-09-11T07:10:52,2024-09-11T07:10:52,card,mobile,social,Books,3.67,9,desktop,organic,2022-06-06T21:01:40,2025-08-31T14:50:29,0,low,0
5592,Margaret Wells,qolson@example.net,US,67,55+,2020-10-12,True,3,1383.25,461.08,5.0,2020-07-28T15:20:34,2025-08-10T21:51:07,card,mobile,email,Electronics,4.25,8,desktop,organic,2020-04-18T05:56:21,2025-08-10T19:49:07,0,high,1
5593,Linda Bates,gguzman@example.net,BR,56,55+,2022-10-29,True,1,85.94,85.94,20.0,2023-10-04T12:29:57,2023-10-04T12:29:57,card,mobile,organic,Toys,4.0,6,desktop,organic,2021-09-20T15:38:33,2025-03-28T02:10:10,0,low,0
5594,Andrea White,brent26@example.com,US,60,55+,2023-05-24,False,1,294.14,294.14,0.0,2024-10-30T18:40:49,2024-10-30T18:40:49,card,mobile,social,Home & Kitchen,,5,desktop,social,2021-06-06T21:07:33,2025-10-17T16:42:25,0,medium,0
5595,Carol Hays,vmiller@example.net,GB,58,55+,2024-10-11,True,1,654.42,654.42,0.0,2024-08-19T15:34:12,2024-08-19T15:34:12,card,desktop,paid,Electronics,,2,desktop,paid,2023-01-28T21:17:49,2024-08-19T12:49:12,0,medium,0
5596,Brittany Rose,omurphy@example.com,ZA,66,55+,2021-06-10,False,2,192.67,96.34,17.5,2022-10-31T13:26:07,2025-09-28T04:04:48,card,mobile,email,Home & Kitchen,,4,mobile,email,2021-02-28T13:19:05,2025-09-28T01:53:48,0,low,1
5597,Sharon Gardner,normantran@example.net,US,49,45-54,2023-09-22,True,0,0.0,0.0,0.0,,,,,,,,5,desktop,direct,2020-10-05T00:12:50,2025-07-26T16:35:19,1,no_purchase,0
5598,Ryan Weaver,douglasmclaughlin@example.com,CA,21,18-24,2022-04-12,True,0,0.0,0.0,0.0,,,,,,,,3,desktop,direct,2020-04-20T09:52:47,2024-05-25T16:49:10,1,no_purchase,0
5599,Hayley Bowman,georgedaniel@example.org,SG,72,55+,2020-08-06,True,1,128.69,128.69,0.0,2024-11-29T04:49:12,2024-11-29T04:49:12,card,mobile,email,Books,,6,tablet,organic,2020-09-16T05:47:05,2024-11-29T03:24:12,0,low,0
5600,Justin Watts,zwhite@example.net,US,42,35-44,2023-11-07,False,2,200.7,100.35,7.5,2022-12-09T14:50:04,2024-12-28T22:50:26,card,mobile,organic,Beauty,,5,mobile,organic,2021-06-02T18:44:07,2024-12-28T20:52:26,0,medium,1
5601,Ryan Underwood,james25@example.org,IN,41,35-44,2023-11-23,True,2,301.27,150.64,0.0,2020-01-30T02:14:59,2022-07-15T13:33:22,card,mobile,direct,Beauty,2.5,6,mobile,direct,2020-01-30T00:52:59,2022-11-16T00:11:54,0,medium,1
5602,Nancy Gonzalez,emmaochoa@example.org,DE,43,35-44,2024-10-16,False,3,142.9,47.63,3.33,2020-10-29T09:45:46,2025-03-16T10:28:49,card,mobile,direct,Beauty,5.0,5,mobile,direct,2020-10-29T08:05:46,2025-03-16T08:07:49,0,low,1
5603,Mark Parrish,andrewvargas@example.org,IN,39,35-44,2024-12-28,True,0,0.0,0.0,0.0,,,,,,,,6,mobile,organic,2021-07-15T04:18:54,2025-09-08T13:25:26,1,no_purchase,0
5604,Robert Rios,lbrown@example.net,GB,26,25-34,2023-03-04,True,3,313.99,104.66,6.67,2020-06-12T02:10:17,2024-11-07T07:31:02,card,desktop,direct,Beauty,5.0,4,mobile,direct,2020-06-12T01:11:17,2024-11-07T06:20:02,0,medium,1
5605,Curtis Johnson,racheltaylor@example.com,MX,33,25-34,2025-09-06,True,4,464.48,116.12,5.0,2020-12-20T15:58:20,2025-05-07T13:48:55,card,mobile,organic,Books,,8,mobile,direct,2020-12-20T15:09:20,2025-05-07T13:13:55,0,medium,1
5606,Carrie Sanders DVM,garciadanielle@example.net,MX,59,55+,2024-04-07,False,1,190.85,190.85,0.0,2022-06-11T02:16:03,2022-06-11T02:16:03,card,desktop,social,Home & Kitchen,,5,desktop,social,2020-03-31T20:21:45,2024-08-02T01:50:32,0,low,0
5607,Sandra Allen,ccampbell@example.org,ES,26,25-34,2021-10-17,False,1,7.58,7.58,0.0,2021-11-21T13:17:35,2021-11-21T13:17:35,card,desktop,organic,Books,,3,desktop,social,2021-11-21T11:20:35,2022-10-27T15:01:08,0,low,0
5608,Wendy Howard,williamschroeder@example.org,DE,59,55+,2023-02-15,True,2,282.87,141.44,0.0,2020-07-14T22:50:30,2021-02-26T08:47:15,card,mobile,email,Beauty,,9,desktop,direct,2020-02-11T07:18:26,2025-03-27T05:58:18,0,medium,1
5609,Todd Martinez,paul07@example.net,AE,42,35-44,2025-08-07,True,3,136.86,45.62,3.33,2021-09-10T17:51:50,2025-02-17T02:45:36,card,desktop,social,Books,2.0,7,mobile,direct,2020-07-19T14:20:42,2025-02-17T01:25:36,0,low,1
5610,Nicole Hansen,ruizhannah@example.net,IN,40,35-44,2020-08-29,False,1,163.84,163.84,10.0,2022-04-28T20:32:06,2022-04-28T20:32:06,card,mobile,direct,Beauty,,8,mobile,organic,2020-07-25T00:34:24,2023-03-25T01:41:44,0,low,0
5611,Thomas Taylor,monica90@example.org,NL,73,55+,2024-10-19,False,2,80.57,40.28,0.0,2022-04-28T08:46:49,2025-07-06T10:06:37,card,mobile,direct,Books,3.0,7,mobile,direct,2020-03-18T15:00:07,2025-07-06T08:38:37,0,low,1
5612,Michael Hall,jonesheather@example.com,ES,48,45-54,2020-04-28,False,1,112.75,112.75,15.0,2021-02-02T12:03:44,2021-02-02T12:03:44,card,desktop,organic,Beauty,,7,mobile,organic,2020-05-16T01:49:02,2025-02-02T05:46:07,0,low,0
5613,Antonio Rodriguez,stanleyrebecca@example.com,BR,39,35-44,2024-09-25,False,2,91.55,45.78,5.0,2021-10-03T09:42:12,2022-05-15T12:21:35,cod,desktop,organic,Beauty,,7,mobile,organic,2021-04-13T09:59:07,2023-08-10T23:04:43,0,low,1
5614,Jodi Cox,ashley77@example.com,DE,46,45-54,2021-05-08,True,1,386.49,386.49,0.0,2025-10-11T08:03:39,2025-10-11T08:03:39,card,desktop,social,Sports,,2,desktop,organic,2025-06-27T08:15:48,2025-10-11T06:32:39,0,medium,0
5615,Alexander Lawson,andrea73@example.com,CA,21,18-24,2025-08-01,True,2,151.08,75.54,7.5,2021-01-05T23:22:10,2023-05-12T05:04:18,paypal,desktop,email,Beauty,,4,desktop,direct,2021-01-05T21:20:10,2025-01-18T04:14:22,0,low,1
5616,Joshua Baker,jacobmiller@example.com,US,55,55+,2024-01-27,False,1,216.02,216.02,10.0,2023-01-03T02:32:38,2023-01-03T02:32:38,card,mobile,organic,Toys,,7,mobile,organic,2020-07-22T22:21:17,2025-02-25T11:08:56,0,medium,0
5617,Timothy Conley,cody75@example.com,IN,44,35-44,2025-04-06,False,1,65.05,65.05,0.0,2020-09-27T15:48:01,2020-09-27T15:48:01,card,desktop,organic,Beauty,,2,desktop,organic,2020-09-27T14:34:01,2023-08-06T20:59:05,0,low,0
5618,David Luna,farleysheila@example.org,DE,42,35-44,2024-09-22,False,1,212.52,212.52,0.0,2021-05-28T02:48:35,2021-05-28T02:48:35,card,mobile,organic,Sports,3.5,4,mobile,referral,2021-05-28T01:19:35,2024-02-20T14:21:26,0,medium,0
5619,Eric Roth,matthewmitchell@example.com,US,69,55+,2025-05-04,True,2,191.98,95.99,0.0,2020-05-24T13:52:03,2023-03-18T02:26:08,card,mobile,paid,Books,4.0,7,mobile,organic,2020-05-24T11:19:03,2025-02-02T03:44:16,0,low,1
5620,Thomas Baxter,timothy67@example.net,CA,30,25-34,2020-03-06,True,0,0.0,0.0,0.0,,,,,,,,5,mobile,direct,2020-02-23T20:16:56,2024-08-26T04:17:16,1,no_purchase,0
5621,Lynn Hughes,tblankenship@example.net,SG,58,55+,2021-12-01,True,1,64.05,64.05,15.0,2025-07-15T16:09:28,2025-07-15T16:09:28,card,desktop,paid,Beauty,,2,desktop,direct,2020-08-21T21:47:47,2025-07-15T14:43:28,0,low,0
5622,James Rose,michael92@example.org,US,48,45-54,2022-06-05,True,1,63.92,63.92,5.0,2020-04-28T12:45:48,2020-04-28T12:45:48,card,mobile,referral,Books,,2,desktop,referral,2020-04-28T11:53:48,2020-07-02T01:48:09,0,low,0
5623,Jennifer Rhodes,austinsalinas@example.net,SE,66,55+,2020-09-03,False,1,23.4,23.4,5.0,2022-02-18T12:57:58,2022-02-18T12:57:58,cod,desktop,organic,Books,,8,desktop,direct,2021-09-04T04:17:30,2025-04-03T08:27:38,0,low,0
5624,Elizabeth Kelly,clarkeamanda@example.org,BR,66,55+,2022-08-21,True,2,176.83,88.42,0.0,2024-03-30T21:59:52,2024-10-21T16:03:57,card,desktop,organic,Books,,8,desktop,email,2020-08-06T06:25:46,2025-06-21T15:56:03,0,low,1
5625,Mrs. Jennifer Jones MD,madisonallison@example.com,SE,20,18-24,2021-08-03,True,0,0.0,0.0,0.0,,,,,,,,7,mobile,direct,2021-02-23T10:21:04,2025-05-01T12:16:36,1,no_purchase,0
5626,Sean Jordan,megangill@example.com,FR,51,45-54,2021-01-29,False,3,138.1,46.03,5.0,2021-03-13T07:32:00,2024-09-07T14:04:11,card,mobile,direct,Fashion,5.0,6,desktop,organic,2021-03-13T05:16:00,2025-05-16T13:18:37,0,low,1
5627,Manuel Wilson,fnorman@example.com,ES,18,18-24,2024-04-23,False,1,21.75,21.75,5.0,2025-01-06T07:16:25,2025-01-06T07:16:25,paypal,mobile,organic,Books,,4,desktop,direct,2020-08-20T18:47:54,2025-01-06T05:48:25,0,low,0
5628,Samuel Hernandez MD,bmarsh@example.com,SG,20,18-24,2020-01-20,False,3,264.39,88.13,6.67,2020-01-01T23:34:04,2023-03-08T03:58:43,card,desktop,direct,Books,2.0,9,mobile,organic,2020-01-01T22:13:04,2025-09-10T00:20:02,0,medium,1
5629,Allen Smith,melinda34@example.com,ZA,67,55+,2023-05-26,True,0,0.0,0.0,0.0,,,,,,,,1,mobile,referral,2023-11-20T20:46:33,2023-11-20T20:46:33,1,no_purchase,0
5630,Wanda Edwards,kaitlynwallace@example.org,IN,45,45-54,2023-04-30,False,3,661.7,220.57,5.0,2021-11-06T19:26:17,2024-10-06T12:06:56,card,desktop,direct,Beauty,3.75,12,desktop,direct,2020-05-13T09:06:25,2025-07-31T21:37:51,0,medium,1
5631,Thomas Whitehead,kmartinez@example.com,PL,74,55+,2022-01-20,False,1,77.7,77.7,5.0,2023-06-25T19:39:35,2023-06-25T19:39:35,card,desktop,paid,Electronics,,7,mobile,direct,2020-02-01T21:43:33,2025-02-12T11:07:26,0,low,0
5632,Shannon Beasley,ashleelee@example.net,AU,73,55+,2020-05-01,True,0,0.0,0.0,0.0,,,,,,,,8,desktop,direct,2021-01-12T19:46:25,2025-10-14T22:26:23,1,no_purchase,0
5633,Kevin Ortiz,jesse47@example.com,FR,65,55+,2023-04-05,True,2,223.09,111.54,5.0,2023-04-10T23:39:07,2023-07-29T23:08:27,card,mobile,direct,Books,,9,mobile,organic,2020-04-18T16:09:26,2025-04-01T05:01:12,0,medium,1
5634,Courtney Miranda,brownrobert@example.net,ES,21,18-24,2021-09-26,True,4,1054.57,263.64,0.0,2021-08-20T19:01:59,2025-05-06T05:45:10,card,mobile,organic,Fashion,4.0,10,mobile,organic,2020-07-11T14:46:46,2025-05-06T03:07:10,0,high,1
5635,Brad Owen,garydyer@example.net,AE,55,55+,2022-04-08,True,0,0.0,0.0,0.0,,,,,,,,4,desktop,direct,2022-02-06T21:21:50,2024-08-07T02:51:15,1,no_purchase,0
5636,Monique Rogers,james32@example.org,DE,54,45-54,2020-10-06,False,3,89.97,29.99,6.67,2020-03-01T16:55:19,2024-07-27T00:58:32,card,desktop,organic,Toys,,7,mobile,organic,2020-03-01T15:49:19,2024-09-10T07:31:37,0,low,1
5637,Eric Young MD,tylerchristopher@example.net,ZA,25,25-34,2021-12-30,True,3,117.07,39.02,20.0,2020-07-26T12:16:41,2021-12-02T14:12:43,card,mobile,direct,Books,,8,mobile,direct,2020-04-15T20:50:11,2025-10-02T12:40:46,0,low,1
5638,Brittany Walters,qkidd@example.com,PL,32,25-34,2024-04-27,False,0,0.0,0.0,0.0,,,,,,,,4,desktop,organic,2021-02-17T10:47:49,2025-08-01T18:14:34,1,no_purchase,0
